iter,loss
1,6.470848083496094
2,6.485675811767578
3,6.420663561139788
4,6.325571695963542
5,1.5600733757019043
6,6.420129140218099
7,1.8587965284075056
8,1.7629868643624442
9,6.401946385701497
10,1.4653552770614624
11,6.240814685821533
12,2.6663311549595425
13,2.1150290171305337
14,6.2129669189453125
15,2.6824259076799666
16,2.6946754455566406
17,2.603344508579799
18,6.272847652435303
19,2.547724042619978
20,3.9519572257995605
21,6.081470489501953
22,6.118001461029053
23,3.5483299255371095
24,5.933971405029297
25,1.8183844884236653
26,2.736083666483561
27,2.8778152465820312
28,2.8827767372131348
29,6.067586517333984
30,2.0237314701080322
31,5.148949305216472
32,5.539131164550781
33,4.960149765014648
34,2.464662233988444
35,3.256333214896066
36,3.2911268870035806
37,5.605226993560791
38,5.646531105041504
39,5.025262355804443
40,5.132790565490723
41,5.634469604492187
42,5.005005427769253
43,4.101229667663574
44,3.7429192860921225
45,2.6128756205240884
46,4.273701985677083
47,1.821300745010376
48,5.43755128648546
49,3.6345931461879184
50,4.47666581471761
51,4.131450380597796
52,4.560312906901042
53,4.9913351270887585
54,5.417592239379883
55,5.65478515625
56,5.223757062639509
57,1.2083831363254123
58,1.6120494206746419
59,2.681529998779297
60,4.660505022321429
61,3.288620267595564
62,1.5708262125651042
63,2.879823957170759
64,1.3654558999197823
65,4.659832954406738
66,5.695368085588727
67,5.049426078796387
68,1.8781659262520927
69,2.983999013900757
70,4.653337478637695
71,1.5431904792785645
72,2.2989192962646485
73,5.188159942626953
74,1.8735907872517903
75,4.744710649762835
76,1.732763131459554
77,4.831185340881348
78,0.8777999196733747
79,3.511451482772827
80,1.2991585731506348
81,3.3689635594685874
82,1.5854948043823243
83,1.7597079277038574
84,2.3343884150187173
85,4.465688228607178
86,2.725734074910482
87,4.6818951198032925
88,2.9224475860595702
89,4.007749557495117
90,2.5823822021484375
91,3.027054214477539
92,3.8143138885498047
93,4.225410461425781
94,4.601736704508464
95,2.300261906215123
96,5.033083597819011
97,1.3691150120326452
98,1.2488223484584264
99,1.8447885513305664
100,3.3290066719055176
101,0.8445430331759982
102,1.6049620764596122
103,4.313093662261963
104,0.8987261454264323
105,4.211334228515625
106,5.227581787109375
107,1.3937357266743977
108,4.301542554582868
109,4.003424008687337
110,4.182694026402065
111,1.2741835117340088
112,1.8156226476033528
113,4.265310559953962
114,4.473966598510742
115,4.32934045791626
116,3.6699295043945312
117,0.6166682640711466
118,3.9612956047058105
119,2.6453298841203963
120,1.9524586995442708
121,3.0947478612264
122,2.7826841354370115
123,4.110091890607562
124,4.196200370788574
125,0.9447361628214518
126,4.4536967277526855
127,1.6209853887557983
128,3.170182909284319
129,4.546677112579346
130,3.3767267862955728
131,4.109158833821614
132,2.0893658229282925
133,4.128221130371093
134,4.4739532470703125
135,3.779358148574829
136,4.198137555803571
137,3.008006731669108
138,4.094651222229004
139,1.1621620655059814
140,0.9883484840393066
141,1.3853631019592285
142,3.843372344970703
143,2.4540294647216796
144,3.447287750244141
145,3.8872043064662387
146,5.103950023651123
147,4.288410459245954
148,4.198859850565593
149,4.903182029724121
150,1.6048383712768555
151,2.019884490966797
152,2.258598804473877
153,1.9079344272613525
154,2.8757705688476562
155,3.7467784881591797
156,3.356732504708426
157,4.001209259033203
158,3.223302205403646
159,4.704991976420085
160,4.188137599400112
161,4.709311485290527
162,2.107102530343192
163,3.6563861846923826
164,3.320806884765625
165,1.8480015993118286
166,1.7617353711809431
167,3.3713615962437222
168,4.260033743722098
169,3.415817975997925
170,3.5156246185302735
171,1.2461670466831751
172,3.78356138865153
173,4.1997770581926614
174,2.46075439453125
175,1.463223934173584
176,5.277758598327637
177,3.5666763305664064
178,3.7638805389404295
179,1.7947816848754883
180,2.1993441581726074
181,4.545022010803223
182,4.4271721839904785
183,4.119492530822754
184,2.025959332784017
185,3.460082244873047
186,3.6806809107462564
187,4.370603879292806
188,4.311548709869385
189,2.273560047149658
190,2.227404832839966
191,2.0639359951019287
192,3.507553736368815
193,3.3788719177246094
194,2.5204674857003346
195,2.8466576167515347
196,1.4931055307388306
197,3.4427780151367187
198,2.107799530029297
199,1.9740195274353027
200,4.391581058502197
201,3.213170732770647
202,3.5845139821370444
203,4.04142461504255
204,3.5270968845912387
205,4.276557445526123
206,3.261712074279785
207,3.4030380249023438
208,1.6864705085754395
209,2.9904556274414062
210,3.0100776672363283
211,4.226888179779053
212,2.688025338309152
213,3.3389110565185547
214,3.972437858581543
215,2.4652016957600913
216,2.2186609268188477
217,3.937892198562622
218,2.9128712245396207
219,3.8562401362827847
220,2.209139551435198
221,3.0735257466634116
222,3.518361282348633
223,3.924797296524048
224,2.607075881958008
225,3.051376978556315
226,2.3498242696126304
227,2.028024514516195
228,2.976286697387695
229,0.8034605979919434
230,2.975226402282715
231,4.55181394304548
232,3.5621456146240233
233,3.5076220830281577
234,3.583399772644043
235,2.186141014099121
236,1.3554637091500419
237,1.4273751974105835
238,2.5583303451538084
239,2.213352680206299
240,4.282180513654437
241,1.4726241827011108
242,3.088226000467936
243,3.6037505013602122
244,2.7329347133636475
245,4.926428318023682
246,3.9343749455043246
247,2.3389434814453125
248,2.388003455268012
249,3.670025189717611
250,3.948298692703247
251,4.516902446746826
252,3.226865495954241
253,1.8233237266540527
254,3.41499662399292
255,2.2626539866129556
256,3.0784006118774414
257,3.824565887451172
258,3.8647665977478027
259,2.2002334594726562
260,4.653159005301339
261,1.6235694885253906
262,2.3021017710367837
263,3.8884389059884206
264,4.455516338348389
265,3.7086169719696045
266,1.978994914463588
267,2.534687042236328
268,4.523494243621826
269,1.6738317012786865
270,3.3597853978474936
271,2.7698354721069336
272,3.570699691772461
273,2.974214826311384
274,3.0807018280029297
275,2.129152979169573
276,1.5604221820831299
277,3.756028311593192
278,3.6181723276774087
279,2.2157341639200845
280,2.73663067817688
281,2.3718074798583983
282,3.1072165966033936
283,1.760019302368164
284,2.049065589904785
285,3.14775390625
286,3.5931268419538225
287,3.5399483272007535
288,3.151543208530971
289,3.261975424630301
290,4.320416450500488
291,3.6668310165405273
292,2.3943108149937222
293,4.004458904266357
294,4.158652496337891
295,4.516960961478097
296,2.451145553588867
297,2.0949791272481284
298,1.8002548217773438
299,1.511538369315011
300,3.1229333877563477
301,3.6871645791190013
302,2.5894129616873607
303,3.8993293217250278
304,2.6626240412394204
305,3.28748353322347
306,3.453664779663086
307,4.331081708272298
308,2.096501350402832
309,4.8969244956970215
310,2.8566059112548827
311,1.2187746592930384
312,2.920200892857143
313,2.417234420776367
314,1.7814192090715681
315,2.7190027236938477
316,4.320429801940918
317,4.239341417948405
318,5.296524524688721
319,3.156750202178955
320,2.4925233523050943
321,2.259978930155436
322,2.6951516469319663
323,3.630112409591675
324,2.1541805267333984
325,2.676866258893694
326,2.0867626667022705
327,4.084952763148716
328,3.2045516967773438
329,3.630131721496582
330,3.531517505645752
331,3.094508647918701
332,2.679304940359933
333,4.122029113769531
334,2.979642629623413
335,3.4105947017669678
336,2.1305383954729353
337,3.9881083170572915
338,3.6021156311035156
339,2.990143060684204
340,2.7584317525227866
341,2.047923723856608
342,3.9616289138793945
343,1.3295557022094726
344,2.78457886832101
345,2.3134087456597223
346,4.938107081821987
347,2.1657812118530275
348,3.780250072479248
349,3.4657911573137556
350,2.632194677988688
351,3.445984204610189
352,4.4677785237630205
353,3.3807422637939455
354,3.202585220336914
355,3.258709192276001
356,1.4778085436139787
357,2.1563803354899087
358,3.7250324885050454
359,3.627201897757394
360,1.9228502909342449
361,3.1832663218180337
362,3.485421895980835
363,3.0683650970458984
364,4.411771774291992
365,3.263339614868164
366,4.505947657993862
367,3.837203162057059
368,3.8712987899780273
369,4.715860748291016
370,3.482666015625
371,3.894151415143694
372,2.5428175245012556
373,4.322091102600098
374,3.025210952758789
375,2.634146281651088
376,2.840890407562256
377,2.882664998372396
378,2.2136014302571616
379,3.382788340250651
380,2.813854217529297
381,3.2928924560546875
382,2.347942590713501
383,2.506364345550537
384,3.480649948120117
385,3.78962771097819
386,1.6871452331542969
387,2.392019748687744
388,1.8778905868530273
389,3.0454651514689126
390,3.8552074432373047
391,2.624639892578125
392,3.675209363301595
393,2.551626523335775
394,4.609986782073975
395,3.8371589183807373
396,2.1800944805145264
397,3.330346425374349
398,2.3805626460484097
399,2.363992691040039
400,2.846953868865967
401,3.158108575003488
402,3.5082712173461914
403,4.26046998160226
404,2.986743382045201
405,4.083655039469401
406,2.8270604610443115
407,4.164374828338623
408,4.29666805267334
409,2.5339407920837402
410,2.5930894215901694
411,3.1153572627476285
412,4.1986589431762695
413,3.469045639038086
414,2.7448272705078125
415,3.8138580322265625
416,2.4928314685821533
417,3.974072265625
418,4.177016939435687
419,2.706341107686361
420,3.825671672821045
421,4.902736663818359
422,2.5881771511501737
423,3.9892756144205728
424,3.5228031158447264
425,2.1708102226257324
426,3.335847854614258
427,3.1859874725341797
428,2.5450308663504466
429,3.1344207127889
430,4.010662078857422
431,3.42609437306722
432,2.759108679635184
433,3.8263912200927734
434,3.7704973220825195
435,2.4247825145721436
436,4.336466979980469
437,3.0621137619018555
438,3.238680839538574
439,4.1610565185546875
440,2.5665340423583984
441,4.0716978708903
442,3.0190712610880532
443,3.7701746622721353
444,2.7542997087751115
445,2.873663766043527
446,2.7797226905822754
447,3.974013328552246
448,3.507539431254069
449,3.4995463689168296
450,2.410041536603655
451,3.4832799094063893
452,3.195696694510324
453,3.3008314768473306
454,4.355538368225098
455,2.4583566188812256
456,3.862818479537964
457,2.9602203369140625
458,2.9891037940979004
459,3.4382766087849936
460,2.7662014961242676
461,2.3853565216064454
462,2.4563372135162354
463,3.633050282796224
464,3.972275733947754
465,3.5517351627349854
466,3.428643362862723
467,3.8386379877726235
468,4.536556243896484
469,3.9807330540248325
470,2.5912134987967357
471,3.6025543212890625
472,3.6547047751290456
473,2.421148027692522
474,3.4276204109191895
475,3.5095126628875732
476,3.3350423177083335
477,2.7046817779541015
478,3.0570551554361978
479,2.022994722638811
480,4.707160949707031
