iter,bleu
100,1.874802601750455e-155
200,3.003703910173413e-79
300,1.8039571202217923e-79
400,1.9443096461351165e-79
500,2.0653730407415704e-79
600,5.582107940605273e-79
700,8.433077049893827e-79
800,3.267304597672614e-79
900,4.2713302294172267e-79
1000,4.882148162540956e-79
1100,5.1095981289261504e-79
1200,8.68054064940295e-79
1300,0.006732508704566999
1400,0.002758512992979459
1500,4.614070656638077e-79
1600,5.733176895405353e-79
1700,0.013438484133928215
1800,0.00537284965911771
1900,0.009222664666881259
2000,0.017186680134255294
2100,0.004548019047027907
2200,0.017947951392779236
2300,0.01594355334361311
2400,0.04736603475600745
2500,0.015327400502689104
2600,0.06538696985326356
2700,0.05503181556294606
2800,0.0428673807870415
2900,0.04396767624025457
3000,0.08340586930072184
3100,0.0705915090522325
3200,0.08728521853204048
3300,0.04416061885630329
3400,0.05771759311342294
3500,0.09396346837606495
3600,0.054202389726171446
3700,0.09523056395977143
3800,0.11861767057807317
3900,0.1611571541836298
4000,0.13545273147853698
4100,0.12392046996281811
4200,0.1919859820055085
4300,0.21363675980601424
4400,0.16526823070157776
4500,0.1653688072231515
4600,0.22303384833258366
4700,0.27848302081212034
4800,0.26913893818308876
4900,0.21685795812359207
5000,0.3621497098595651
5100,0.3182802762820382
5200,0.34324897488708844
5300,0.2742024887585314
5400,0.3941235195887405
5500,0.33492649886958714
5600,0.3183521309940932
5700,0.4060456754963608
5800,0.36267975217986026
5900,0.34676460208511906
6000,0.39923689798079154
6100,0.4560008806285685
6200,0.45913998864539685
6300,0.5651066577222403
6400,0.4816008456453638
6500,0.48917989367006753
6600,0.5792700338200394
6700,0.5753851836857122
6800,0.6176827871905597
6900,0.6003195484243833
7000,0.6351595307184897
7100,0.5997952235298014
7200,0.6689278729060537
7300,0.6328928564752639
7400,0.6450086715149601
7500,0.6572443488096467
7600,0.7308528143667553
7700,0.7031518591266486
7800,0.7281004842434788
7900,0.698791092290856
8000,0.7062215905394964
8100,0.7616529071863616
8200,0.8050937203578169
8300,0.7797819809065775
8400,0.7838091812034378
8500,0.7993996502306815
8600,0.7984705465029763
8700,0.8291454199339546
8800,0.8687206181626572
8900,0.7872800795082372
9000,0.8434385525054955
9100,0.8610529398212335
9200,0.9069301884702307
9300,0.8755754673391282
9400,0.89756708718178
9500,0.8968103540665134
9600,0.8724788246442106
9700,0.9142124533147553
9800,0.8784551716796005
9900,0.838763847850499
10000,0.8753370522959847
10100,0.951960924960908
10200,0.919582670373904
10300,0.9417657376796319
10400,0.8940949356034593
10500,0.962879469732923
10600,0.9767664283552158
10700,0.9689754672478642
10800,0.8874008280449229
10900,0.9285629783787147
11000,0.9080325092459866
11100,0.9201116274157506
11200,0.944889230224349
11300,0.9513188852341312
11400,0.9730171033868791
11500,0.9864345888416076
11600,0.93
11700,0.9753728496591176
11800,0.9557893006746742
11900,0.9780352445018614
12000,0.9523441762368886
12100,0.9451967137130319
12200,0.9503000529148884
12300,0.9853806122993283
12400,0.9634995215065133
12500,0.99
12600,0.9034636427648348
12700,0.954889230224349
12800,0.92
12900,0.954889230224349
13000,0.96
13100,0.9353728496591177
13200,0.97
13300,0.92
13400,0.9489263329150649
13500,1.0
13600,0.9853728496591176
13700,0.9653728496591176
13800,0.97
13900,0.9653728496591176
14000,0.9614761292876657
14100,0.92
14200,0.9359460355750135
14300,0.9224439174709832
14400,0.9766917348932489
14500,0.9870710678118655
14600,0.9654108226905395
14700,0.9753728496591176
14800,0.96
14900,0.98
15000,0.9654108226905395
15100,0.97
15200,0.9808352657993626
15300,0.9507456993182353
15400,0.9576847940599261
15500,0.98
15600,0.9653728496591176
15700,0.94
15800,0.96
15900,0.9454108226905394
16000,0.9659460355750136
16100,0.9354108226905393
16200,0.9454108226905394
16300,0.974889230224349
16400,0.98
16500,0.9753728496591176
16600,0.984889230224349
16700,0.9818920711500272
16800,1.0
16900,0.9454108226905394
17000,0.9759460355750136
17100,0.984889230224349
17200,0.96
17300,0.9418920711500272
17400,0.95
17500,0.9953728496591177
17600,0.994889230224349
17700,1.0
17800,0.9754108226905395
17900,1.0
18000,0.9806859140761844
18100,0.9373028938405664
18200,0.9753728496591176
18300,0.98
18400,0.98
18500,0.96
18600,0.9603000529148883
18700,0.9659460355750136
18800,0.930783672349657
18900,0.9708352657993626
19000,0.9832355807586396
19100,0.95
19200,0.98
19300,0.9513188852341312
19400,0.9953728496591177
19500,0.9103000529148885
19600,0.9113188852341313
19700,0.98
19800,0.97
19900,0.9859460355750136
20000,0.97
20100,0.97
20200,1.0
20300,0.9827571074872029
20400,0.98
20500,0.94
20600,0.971971321679799
20700,0.97
20800,1.0
20900,0.9367297079246708
21000,0.9627003678741652
21100,0.98
21200,0.98
21300,0.98
21400,0.9754108226905395
21500,0.99
21600,0.97
21700,0.99
21800,0.9814361087953248
21900,0.98
22000,0.9753728496591176
22100,0.9759460355750136
22200,0.924889230224349
22300,0.97
22400,0.97
22500,0.984889230224349
22600,0.97
22700,0.931971321679799
22800,0.98
22900,0.97
23000,0.95
23100,0.9810189826380901
23200,0.95
23300,0.99
23400,0.9754108226905394
23500,0.957289545183626
23600,0.9653728496591176
23700,0.9459460355750136
23800,0.97
23900,0.9513981357639031
24000,0.98
24100,0.9751892831392374
24200,0.94
