iter,loss
1,6.474535805838449
2,6.453516006469727
3,6.513797760009766
4,6.484441757202148
5,6.340150451660156
6,6.313981374104817
7,6.318034580775669
8,1.4195721944173176
9,6.244335810343425
10,1.8343013763427733
11,3.115232467651367
12,6.185173988342285
13,6.19780022757394
14,5.904951095581055
15,2.95397686958313
16,6.185822078159878
17,3.947739283243815
18,5.960482025146485
19,2.5459081649780275
20,5.89366340637207
21,4.218017578125
22,3.3237176622663225
23,5.282690048217773
24,6.141276041666667
25,6.026084899902344
26,5.858690534319196
27,5.846814291817801
28,5.614965711321149
29,1.3509183611188615
30,5.898095267159598
31,5.489039284842355
32,2.7064775466918944
33,5.411669049944196
34,4.023130416870117
35,1.6642329692840576
36,5.151711600167411
37,4.615554491678874
38,3.9034080505371094
39,2.1433655875069753
40,4.75535637991769
41,3.9809608459472656
42,4.144110361735026
43,2.887290191650391
44,4.602467346191406
45,1.8888096809387207
46,3.4588623046875
47,2.1527886390686035
48,4.861516952514648
49,4.417651040213449
50,2.3962268829345703
51,4.890714372907366
52,1.552697045462472
53,2.531220027378627
54,5.636265277862549
55,4.793507470024957
56,1.1729711294174194
57,1.519136565072196
58,4.5482354164123535
59,5.1871490478515625
60,1.1827583312988281
61,6.03455924987793
62,4.478420734405518
63,1.6589242219924927
64,4.820168495178223
65,4.7854413986206055
66,1.8138816833496094
67,3.923741022745768
68,5.942623683384487
69,1.6345163072858537
70,1.0792219638824463
71,5.363173961639404
72,4.1492109298706055
73,1.0734905515398299
74,4.799979209899902
75,1.373697280883789
76,4.707598368326823
77,5.221602121988933
78,4.346805254618327
79,4.291461672101702
80,1.6108863830566407
81,4.703440348307292
82,4.2507427760532925
83,2.710951668875558
84,4.319200038909912
85,3.9564056396484375
86,4.4147946039835615
87,1.2877309322357178
88,1.2268073558807373
89,3.592061233520508
90,2.934917688369751
91,3.2569754123687744
92,4.684372901916504
93,1.3075734376907349
94,4.140015125274658
95,1.3722121374947684
96,1.4444646835327148
97,1.9866002798080444
98,3.40761661529541
99,1.3400190353393555
100,3.3581390380859375
101,4.706128801618304
102,3.569925626118978
103,0.6562044355604384
104,1.3364874521891277
105,3.471541976928711
106,1.2097547054290771
107,2.0938689368111745
108,4.378471646990095
109,4.937920570373535
110,4.7547502517700195
111,1.6263030370076497
112,3.9834752764020647
113,4.431625048319499
114,4.074527359008789
115,1.4169106483459473
116,4.120004653930664
117,1.1720436414082844
118,5.447090693882534
119,1.4482882817586262
120,1.3566090720040458
121,1.4736200060163225
122,3.921107155936105
123,1.242741870880127
124,4.232249941144671
125,3.378896713256836
126,3.447709083557129
127,4.190158843994141
128,3.9278030395507812
129,3.6678082942962646
130,3.5740016301472983
131,1.7707724571228027
132,2.354747772216797
133,1.9552862644195557
134,4.620463943481445
135,4.477796173095703
136,2.2461768559047153
137,3.848671277364095
138,3.4855504717145647
139,3.602158682686942
140,4.735669708251953
141,2.63143310546875
142,4.535646438598633
143,3.1041027704874673
144,4.127880096435547
145,4.495294570922852
146,2.928156988961356
147,4.635036849975586
148,3.1581375122070314
149,3.76719601949056
150,3.5737373352050783
151,3.881178855895996
152,3.0701379776000977
153,3.6658862431844077
154,4.422252178192139
155,2.0397844314575195
156,3.888405164082845
157,1.917191505432129
158,1.8172121047973633
159,2.684042453765869
160,4.374979654947917
