iter,bleu
100,1.4852672390036159e-155
200,7.116002233570918e-156
300,1.5641052213638973e-79
400,3.4552779145644504e-79
500,1.1775091654484617e-79
600,2.2140735651837494e-79
700,0.01074569931823542
800,2.6607094099339437e-79
900,0.0057893006746740985
1000,0.013134218248641107
1100,4.358616721148897e-79
1200,0.019841737412291234
1300,0.0057893006746740985
1400,0.03265354897026265
1500,0.016126620396376103
1600,0.011578601349348197
1700,0.03297808969896392
1800,0.03875652676304628
1900,0.011578601349348197
2000,0.04567771593791717
2100,0.03903875322687554
2200,0.02830163267683497
2300,0.014548019047027906
2400,0.01437899418360844
2500,0.04616868045835246
2600,0.0369828419770461
2700,0.07434621901156162
2800,0.061488458028345044
2900,0.0593383394447765
3000,0.07452105878275106
3100,0.061524902575245226
3200,0.048567257049963015
3300,0.07586849068256642
3400,0.09098961629178604
3500,0.044899013483400904
3600,0.04722014734120874
3700,0.06596109779900335
3800,0.07015738660161222
3900,0.12749017739010424
4000,0.13616892352435045
4100,0.1119769332558482
4200,0.11831314903369351
4300,0.27349045609864353
4400,0.16176213783233465
4500,0.12080156264507895
4600,0.17844935439720438
4700,0.17881330918902794
4800,0.22755858686767844
4900,0.23822308620060087
5000,0.22481050441626124
5100,0.27023558205158327
5200,0.3482362918897482
5300,0.2587008019752135
5400,0.3434812661926205
5500,0.3228444365200314
5600,0.36888610495251806
5700,0.3179626085935099
5800,0.34147008169673837
5900,0.3937009020480732
6000,0.43025269421508966
6100,0.3930372894320848
6200,0.4558857994449349
6300,0.49507280938677456
6400,0.4768108821876556
6500,0.47528787237081666
6600,0.45077755817070525
6700,0.43956452799787515
6800,0.5110543192141445
6900,0.5131116255951895
7000,0.5408862482370026
7100,0.6063917612103729
7200,0.620832923831554
7300,0.5659784578380781
7400,0.5534188803879452
7500,0.7152158400020623
7600,0.6748114014319734
7700,0.6570922261594349
7800,0.6979147268106338
7900,0.7201196610815722
8000,0.6874649955876646
8100,0.7234703566144135
8200,0.7183898172099493
8300,0.7914942858238271
8400,0.8319413305760521
8500,0.7599491550282943
8600,0.8460117241460753
8700,0.7702647333522775
8800,0.8395652209166065
8900,0.7952207671710642
9000,0.8798581451172741
9100,0.8477528489083761
9200,0.8459708251766486
9300,0.8602972457397445
9400,0.874249048258167
9500,0.8960793787055847
9600,0.867770924156928
9700,0.8767773859871569
9800,0.8811866133619994
9900,0.9156249356911484
10000,0.8953154357395289
10100,0.8773945953780374
10200,0.8668424913423499
10300,0.8880539683312807
10400,0.923250852646587
10500,0.8956710277854065
10600,0.937466618366484
10700,0.9307456993182354
10800,0.9486084304177572
10900,0.9689709440666883
11000,0.8940131908302721
11100,0.9418920711500272
11200,0.957289545183626
11300,0.96
11400,0.9014286186278154
11500,0.9002620798834667
11600,0.9523954687618524
11700,0.9045256559573098
11800,0.96
11900,0.9562392798694771
12000,0.9502758557214205
12100,0.9597784604486981
12200,0.94
12300,0.95
12400,0.94
12500,0.9797720649912921
12600,0.9459460355750136
12700,0.929778460448698
12800,0.9403000529148885
12900,0.98
13000,0.9756729025740062
13100,0.9753728496591176
13200,0.9562460884899019
13300,0.972142644072957
13400,0.97
13500,0.9645955143259988
13600,0.9454151310306815
13700,0.9658607774340285
13800,0.970783672349657
13900,0.9754108226905394
14000,0.9851150781157932
14100,1.0
14200,0.9508352657993626
14300,0.944889230224349
14400,0.9808352657993626
14500,0.9633468636199365
14600,0.9751017090047343
14700,0.9759460355750136
14800,0.98
14900,0.9559460355750136
15000,0.9854108226905395
15100,0.9370071492658204
15200,0.98
15300,0.9653728496591176
15400,0.99
15500,0.9354108226905393
15600,0.9659460355750136
15700,0.9754108226905394
15800,0.97
15900,0.99
16000,0.994889230224349
16100,0.9753728496591176
16200,0.9481226345673025
16300,0.931845411532147
16400,0.9662081154584803
16500,0.9859460355750136
16600,0.94
16700,0.9653728496591176
16800,0.97
16900,0.96
17000,0.96
17100,0.9513568582655529
17200,0.93
17300,0.95
17400,0.9759460355750136
17500,0.9813188852341312
17600,0.9808352657993626
17700,0.974889230224349
17800,0.99
17900,0.9608352657993626
